,track,url,"insert into musicas (nome, url) values"
4860,はじまりの予感,https://open.spotify.com/track/2k84FgJC2Qbj8lRf0lp1Qn,"('はじまりの予感','https://open.spotify.com/track/2k84FgJC2Qbj8lRf0lp1Qn'),"
4861,Me Gustas,https://open.spotify.com/track/2d8rQXA25Yk5ZE3XW1eTXs,"('Me Gustas','https://open.spotify.com/track/2d8rQXA25Yk5ZE3XW1eTXs'),"
4871,Bayang,https://open.spotify.com/track/2pU5p0i8r0QunStnUVtC1m,"('Bayang','https://open.spotify.com/track/2pU5p0i8r0QunStnUVtC1m'),"
4872,Location,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,"('Location','https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif'),"
4875,Young Dumb & Broke,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,"('Young Dumb & Broke','https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY'),"
4897,Saved,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU,"('Saved','https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU'),"
4911,Bedre,https://open.spotify.com/track/2uITqsPoCdIVABLbrTVevi,"('Bedre','https://open.spotify.com/track/2uITqsPoCdIVABLbrTVevi'),"
4912,A Little Longer,https://open.spotify.com/track/4ofJfEEpdRojamBiNRrc1P,"('A Little Longer','https://open.spotify.com/track/4ofJfEEpdRojamBiNRrc1P'),"
4913,You Gotta Be,https://open.spotify.com/track/2zTZifDeJjSHeCvD8kH3Ko,"('You Gotta Be','https://open.spotify.com/track/2zTZifDeJjSHeCvD8kH3Ko'),"
4914,Whippin (feat. Felix Snow),https://open.spotify.com/track/3QWjljChcOMkRDYSzF33Qr,"('Whippin (feat. Felix Snow)','https://open.spotify.com/track/3QWjljChcOMkRDYSzF33Qr'),"
4925,Dont Worry Bout It,https://open.spotify.com/track/7dk8N7ZpSU5tUwbmZPnAiG,"('Dont Worry Bout It','https://open.spotify.com/track/7dk8N7ZpSU5tUwbmZPnAiG'),"
4926,Sex on Fire,https://open.spotify.com/track/0ntQJM78wzOLVeCUAW7Y45,"('Sex on Fire','https://open.spotify.com/track/0ntQJM78wzOLVeCUAW7Y45'),"
4927,Waste A Moment,https://open.spotify.com/track/5LlsD7LdSMkGV4Iu0a2Zq0,"('Waste A Moment','https://open.spotify.com/track/5LlsD7LdSMkGV4Iu0a2Zq0'),"
4928,Hotel,https://open.spotify.com/track/2BTw5ZxeBygVJpdMK1Ur3c,"('Hotel','https://open.spotify.com/track/2BTw5ZxeBygVJpdMK1Ur3c'),"
4929,Corazon De Seda (feat. Ozuna),https://open.spotify.com/track/0uRHot8ml8U8cYVwwzMwNT,"('Corazon De Seda (feat. Ozuna)','https://open.spotify.com/track/0uRHot8ml8U8cYVwwzMwNT'),"
4930,Baldinho de Balada,https://open.spotify.com/track/4U096BiHrDCa1ACXtEPoXW,"('Baldinho de Balada','https://open.spotify.com/track/4U096BiHrDCa1ACXtEPoXW'),"
4931,Tunnel Vision,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4,"('Tunnel Vision','https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4'),"
4932,Patty Cake,https://open.spotify.com/track/0bXFIF7iL17TYLyx8JHziM,"('Patty Cake','https://open.spotify.com/track/0bXFIF7iL17TYLyx8JHziM'),"
4933,Too Many Years,https://open.spotify.com/track/0BU7nIcCZxYSE0hYcc5oZz,"('Too Many Years','https://open.spotify.com/track/0BU7nIcCZxYSE0hYcc5oZz'),"
4934,No Flockin,https://open.spotify.com/track/34oWbFBfGEElvgO0a5c9V4,"('No Flockin','https://open.spotify.com/track/34oWbFBfGEElvgO0a5c9V4'),"
4938,Brother,https://open.spotify.com/track/6dVa7xk5dOoT6pOkDw1TMH,"('Brother','https://open.spotify.com/track/6dVa7xk5dOoT6pOkDw1TMH'),"
4941,Bruk Off Yuh Back,https://open.spotify.com/track/30mNHDOw7qD5SF8tBeuPpu,"('Bruk Off Yuh Back','https://open.spotify.com/track/30mNHDOw7qD5SF8tBeuPpu'),"
4942,Ximeromata,https://open.spotify.com/track/6Fh2zqmgnpWNYHYxu2KqEM,"('Ximeromata','https://open.spotify.com/track/6Fh2zqmgnpWNYHYxu2KqEM'),"
4943,Plem Plem (feat. Raf Camora & Bonez MC),https://open.spotify.com/track/0UD507pTePjxhtnpTOWmKX,"('Plem Plem (feat. Raf Camora & Bonez MC)','https://open.spotify.com/track/0UD507pTePjxhtnpTOWmKX'),"
4944,Diamanten,https://open.spotify.com/track/0RE7AgMKdpcvRkK7EhNoBs,"('Diamanten','https://open.spotify.com/track/0RE7AgMKdpcvRkK7EhNoBs'),"
4945,Mehr als ein Job,https://open.spotify.com/track/6hyQOWD7kUVEJTjIHtJXdM,"('Mehr als ein Job','https://open.spotify.com/track/6hyQOWD7kUVEJTjIHtJXdM'),"
4946,De Manier,https://open.spotify.com/track/68qTD5PAoqFgrkw5W2DHL5,"('De Manier','https://open.spotify.com/track/68qTD5PAoqFgrkw5W2DHL5'),"
4947,Pompen,https://open.spotify.com/track/3B23etXBXxq1aCmFB8dby9,"('Pompen','https://open.spotify.com/track/3B23etXBXxq1aCmFB8dby9'),"
4950,Bazooka,https://open.spotify.com/track/0V8jXwVQcxaoyYVvxNoQAB,"('Bazooka','https://open.spotify.com/track/0V8jXwVQcxaoyYVvxNoQAB'),"
4951,We Cant Be,https://open.spotify.com/track/0mqJsNkF3MRtBkRhzVskVX,"('We Cant Be','https://open.spotify.com/track/0mqJsNkF3MRtBkRhzVskVX'),"
4952,O Shit,https://open.spotify.com/track/4jdwYaY1pxC7HuUSgO9AT4,"('O Shit','https://open.spotify.com/track/4jdwYaY1pxC7HuUSgO9AT4'),"
4953,Šňůry,https://open.spotify.com/track/6N7dpilf9EhmR0iOkcIQnT,"('Šňůry','https://open.spotify.com/track/6N7dpilf9EhmR0iOkcIQnT'),"
4954,Creature,https://open.spotify.com/track/0bzssi2eITqFX81J0fKCun,"('Creature','https://open.spotify.com/track/0bzssi2eITqFX81J0fKCun'),"
4955,Pool (feat. Meron Ryan),https://open.spotify.com/track/0Ra4RgtAMs9fJrV2DgJkG4,"('Pool (feat. Meron Ryan)','https://open.spotify.com/track/0Ra4RgtAMs9fJrV2DgJkG4'),"
4956,Plug,https://open.spotify.com/track/3HdLpzuHPqpf3mHZO6eNdb,"('Plug','https://open.spotify.com/track/3HdLpzuHPqpf3mHZO6eNdb'),"
4957,This Girl (Kungs Vs. Cookin On 3 Burners) - Kungs Vs. Cookin On 3 Burners,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,"('This Girl (Kungs Vs. Cookin On 3 Burners) - Kungs Vs. Cookin On 3 Burners','https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD'),"
4963,I Feel So Bad,https://open.spotify.com/track/6iTVIAqZpHmCK9jrpDyDVo,"('I Feel So Bad','https://open.spotify.com/track/6iTVIAqZpHmCK9jrpDyDVo'),"
4966,Ya Salam,https://open.spotify.com/track/5fpujciVjGBhnR2XFx06E7,"('Ya Salam','https://open.spotify.com/track/5fpujciVjGBhnR2XFx06E7'),"
4969,It Aint Me (with Selena Gomez),https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,"('It Aint Me (with Selena Gomez)','https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe'),"
4970,First Time,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr,"('First Time','https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr'),"
5071,iSpy (feat. Lil Yachty),https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,"('iSpy (feat. Lil Yachty)','https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL'),"
5081,Durmiendo en el Lugar Equivocado,https://open.spotify.com/track/1JGd1dh5lHBDQYqZSkOKlZ,"('Durmiendo en el Lugar Equivocado','https://open.spotify.com/track/1JGd1dh5lHBDQYqZSkOKlZ'),"
5082,Me Va A Pesar,https://open.spotify.com/track/2MN641SexYaEM1neDbHrWe,"('Me Va A Pesar','https://open.spotify.com/track/2MN641SexYaEM1neDbHrWe'),"
5083,Madrugada,https://open.spotify.com/track/4SGCn3ZVXa7bepHuAdQvC9,"('Madrugada','https://open.spotify.com/track/4SGCn3ZVXa7bepHuAdQvC9'),"
5084,No Me Olvides,https://open.spotify.com/track/7LDUiraavMZ6mb8hK3mXkj,"('No Me Olvides','https://open.spotify.com/track/7LDUiraavMZ6mb8hK3mXkj'),"
5085,La dolce vita,https://open.spotify.com/track/33dLYyEIRqEipCuLb8z1l0,"('La dolce vita','https://open.spotify.com/track/33dLYyEIRqEipCuLb8z1l0'),"
5086,Grande armée,https://open.spotify.com/track/28co1mTCrGIGOeGzqLjSat,"('Grande armée','https://open.spotify.com/track/28co1mTCrGIGOeGzqLjSat'),"
5087,Oh bah oui,https://open.spotify.com/track/0z18wqbjuXTxzaNm4oegU2,"('Oh bah oui','https://open.spotify.com/track/0z18wqbjuXTxzaNm4oegU2'),"
5088,The Cure,https://open.spotify.com/track/51PIvodunv6NmX5250zxAh,"('The Cure','https://open.spotify.com/track/51PIvodunv6NmX5250zxAh'),"
5108,Million Reasons,https://open.spotify.com/track/50PWlIBU7PlGGwzgN8TiFJ,"('Million Reasons','https://open.spotify.com/track/50PWlIBU7PlGGwzgN8TiFJ'),"
5109,Giovane giovane,https://open.spotify.com/track/6EQkiZjEGLmELlVcZmV41y,"('Giovane giovane','https://open.spotify.com/track/6EQkiZjEGLmELlVcZmV41y'),"
5110,Goliat,https://open.spotify.com/track/7qA8S7mbV9uPy9rFprdN3C,"('Goliat','https://open.spotify.com/track/7qA8S7mbV9uPy9rFprdN3C'),"
5111,Bara Få Va Mig Själv,https://open.spotify.com/track/2FnUyLhe7sjXgnZlK9sc0z,"('Bara Få Va Mig Själv','https://open.spotify.com/track/2FnUyLhe7sjXgnZlK9sc0z'),"
5112,Les menottes (Tching Tchang Tchong),https://open.spotify.com/track/6QfPyKRfSQBb3ccajHioEm,"('Les menottes (Tching Tchang Tchong)','https://open.spotify.com/track/6QfPyKRfSQBb3ccajHioEm'),"
5113,Hey Baby,https://open.spotify.com/track/6tqV3r11AD8w5nrpyLtsxo,"('Hey Baby','https://open.spotify.com/track/6tqV3r11AD8w5nrpyLtsxo'),"
5114,Good Girls,https://open.spotify.com/track/2kMKmb60xVUIWW2Out8ypz,"('Good Girls','https://open.spotify.com/track/2kMKmb60xVUIWW2Out8ypz'),"
5115,Super Far,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta,"('Super Far','https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta'),"
5116,ILYSB,https://open.spotify.com/track/0dPBlz8N0veeceejtuvpPz,"('ILYSB','https://open.spotify.com/track/0dPBlz8N0veeceejtuvpPz'),"
5117,ILYSB - STRIPPED,https://open.spotify.com/track/7j4IOedQQtMpSHEvyXZsHI,"('ILYSB - STRIPPED','https://open.spotify.com/track/7j4IOedQQtMpSHEvyXZsHI'),"
5118,13,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F,"('13','https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F'),"
5119,Body Bounce,https://open.spotify.com/track/1lLuhJSggOEPVfSgfa9r2n,"('Body Bounce','https://open.spotify.com/track/1lLuhJSggOEPVfSgfa9r2n'),"
5120,Balada Del Diablo y La Muerte,https://open.spotify.com/track/4ObkiTmpsSU31gqGhTb8SH,"('Balada Del Diablo y La Muerte','https://open.spotify.com/track/4ObkiTmpsSU31gqGhTb8SH'),"
5121,Tu Arreglapenas,https://open.spotify.com/track/01M85JZm3JMyHrWzvkfO5X,"('Tu Arreglapenas','https://open.spotify.com/track/01M85JZm3JMyHrWzvkfO5X'),"
5122,Chocolat (feat. Awa Imani),https://open.spotify.com/track/4fwtP5khM1iEoa6BP1QQsX,"('Chocolat (feat. Awa Imani)','https://open.spotify.com/track/4fwtP5khM1iEoa6BP1QQsX'),"
5125,Rompecabezas de Amor,https://open.spotify.com/track/6qs5C2MEAHfF2jUdEzpWut,"('Rompecabezas de Amor','https://open.spotify.com/track/6qs5C2MEAHfF2jUdEzpWut'),"
5126,Personalmente,https://open.spotify.com/track/7q7XFO9av9VpNJSXKJwJxD,"('Personalmente','https://open.spotify.com/track/7q7XFO9av9VpNJSXKJwJxD'),"
5127,Higher,https://open.spotify.com/track/3mRNVlRKAgymByDGPqV7Sw,"('Higher','https://open.spotify.com/track/3mRNVlRKAgymByDGPqV7Sw'),"
5128,Mä En Kestä,https://open.spotify.com/track/4lLL9uT4lun5BKt3ouOhxO,"('Mä En Kestä','https://open.spotify.com/track/4lLL9uT4lun5BKt3ouOhxO'),"
5129,I Like Me Better,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,"('I Like Me Better','https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9'),"
5131,The Other,https://open.spotify.com/track/1lntL1cI2UIWlxjL5QiN8g,"('The Other','https://open.spotify.com/track/1lntL1cI2UIWlxjL5QiN8g'),"
5164,Lario,https://open.spotify.com/track/0Rgi733bscb4I8FLsat1yQ,"('Lario','https://open.spotify.com/track/0Rgi733bscb4I8FLsat1yQ'),"
5165,Lost In You,https://open.spotify.com/track/261JjqZxHunllvuzHlVzvS,"('Lost In You','https://open.spotify.com/track/261JjqZxHunllvuzHlVzvS'),"
5167,Si Tu Cama Hablara,https://open.spotify.com/track/5H18gT3kawrbg83mO0MzVd,"('Si Tu Cama Hablara','https://open.spotify.com/track/5H18gT3kawrbg83mO0MzVd'),"
5168,Caviar,https://open.spotify.com/track/2qEugvU0hYkAkf3IPWlUps,"('Caviar','https://open.spotify.com/track/2qEugvU0hYkAkf3IPWlUps'),"
5169,No Quiere Amor (feat. Farruko),https://open.spotify.com/track/4NGlDkTO27uxg8del4oTAr,"('No Quiere Amor (feat. Farruko)','https://open.spotify.com/track/4NGlDkTO27uxg8del4oTAr'),"
5170,Brillas,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI,"('Brillas','https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI'),"
5171,Locos,https://open.spotify.com/track/3GSMdtJphymHEsR8K9jT5Q,"('Locos','https://open.spotify.com/track/3GSMdtJphymHEsR8K9jT5Q'),"
5172,Golden Youth,https://open.spotify.com/track/76cX1GFe7MHAxcfNDOckuS,"('Golden Youth','https://open.spotify.com/track/76cX1GFe7MHAxcfNDOckuS'),"
5175,Bruises,https://open.spotify.com/track/5KfSsgAJGrZc3VrcPLFVMo,"('Bruises','https://open.spotify.com/track/5KfSsgAJGrZc3VrcPLFVMo'),"
5176,Kaadetaan penkit (feat. Lucas),https://open.spotify.com/track/3lf8YMo6vjHxy6yL3Co0oK,"('Kaadetaan penkit (feat. Lucas)','https://open.spotify.com/track/3lf8YMo6vjHxy6yL3Co0oK'),"
5177,Chinatown,https://open.spotify.com/track/5PQiNAGdQACI7PGvZyBH2q,"('Chinatown','https://open.spotify.com/track/5PQiNAGdQACI7PGvZyBH2q'),"
5178,Wall Of Glass,https://open.spotify.com/track/3eqhMltljpvMkVNUbAHyQI,"('Wall Of Glass','https://open.spotify.com/track/3eqhMltljpvMkVNUbAHyQI'),"
5179,Strip That Down,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,"('Strip That Down','https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ'),"
5234,You And Me,https://open.spotify.com/track/7L605WhF5EGf34ggj87yK6,"('You And Me','https://open.spotify.com/track/7L605WhF5EGf34ggj87yK6'),"
5236,Succesvol,https://open.spotify.com/track/69c3ANqlLXcVPt80fQonP6,"('Succesvol','https://open.spotify.com/track/69c3ANqlLXcVPt80fQonP6'),"
5237,Krantenwijk,https://open.spotify.com/track/1X8py2jInjgIQ9Y9roDQZC,"('Krantenwijk','https://open.spotify.com/track/1X8py2jInjgIQ9Y9roDQZC'),"
5238,Kleine Jongen,https://open.spotify.com/track/0Ub2WcpO3sjeDPZhc1iRoa,"('Kleine Jongen','https://open.spotify.com/track/0Ub2WcpO3sjeDPZhc1iRoa'),"
5239,Wat Een Tijd Om Te Leven,https://open.spotify.com/track/5TS2ugx89E0hls8wtrR8vL,"('Wat Een Tijd Om Te Leven','https://open.spotify.com/track/5TS2ugx89E0hls8wtrR8vL'),"
5240,Liegen Voor Jou,https://open.spotify.com/track/1Tdjuqth02Y1CNeVMb6UwZ,"('Liegen Voor Jou','https://open.spotify.com/track/1Tdjuqth02Y1CNeVMb6UwZ'),"
5241,Batterij,https://open.spotify.com/track/00cGr3oLNjjESBJ3OQyyCE,"('Batterij','https://open.spotify.com/track/00cGr3oLNjjESBJ3OQyyCE'),"
5242,Volume,https://open.spotify.com/track/36hJijGKl67dsUof8JiwbC,"('Volume','https://open.spotify.com/track/36hJijGKl67dsUof8JiwbC'),"
5243,Loterij,https://open.spotify.com/track/260azNxQzQIloG7OpjQtTC,"('Loterij','https://open.spotify.com/track/260azNxQzQIloG7OpjQtTC'),"
5244,Nooit Meer / Ooit Weer,https://open.spotify.com/track/48uizmUTBowYMNMKmlkyKn,"('Nooit Meer / Ooit Weer','https://open.spotify.com/track/48uizmUTBowYMNMKmlkyKn'),"
5245,Alleen,https://open.spotify.com/track/1VDFn1PCpp8EOXLMURS8kP,"('Alleen','https://open.spotify.com/track/1VDFn1PCpp8EOXLMURS8kP'),"
5247,Halen & Trekken,https://open.spotify.com/track/3vqjXbhl94arOKzVZSBMsL,"('Halen & Trekken','https://open.spotify.com/track/3vqjXbhl94arOKzVZSBMsL'),"
5248,Net Iets Meer,https://open.spotify.com/track/2SdXCB4OPo6J6Yc7V249pS,"('Net Iets Meer','https://open.spotify.com/track/2SdXCB4OPo6J6Yc7V249pS'),"
5249,Vliegtuig,https://open.spotify.com/track/5n6PqPeh9jHIJDrTJabsDf,"('Vliegtuig','https://open.spotify.com/track/5n6PqPeh9jHIJDrTJabsDf'),"
5251,Jij & Ik,https://open.spotify.com/track/6K15vbGia4CiKLoqO6ANE9,"('Jij & Ik','https://open.spotify.com/track/6K15vbGia4CiKLoqO6ANE9'),"
5252,Gemaakt Voor Dit,https://open.spotify.com/track/7GikqtK826hJgqpcFU4sVM,"('Gemaakt Voor Dit','https://open.spotify.com/track/7GikqtK826hJgqpcFU4sVM'),"
5254,Opladen / Loslaten,https://open.spotify.com/track/7JRXJ6sAIbs2VC4q03xS10,"('Opladen / Loslaten','https://open.spotify.com/track/7JRXJ6sAIbs2VC4q03xS10'),"
5258,Jongens Van De Stad,https://open.spotify.com/track/5ta5PNyQ2FquafJ8BxUs3k,"('Jongens Van De Stad','https://open.spotify.com/track/5ta5PNyQ2FquafJ8BxUs3k'),"
5261,Commotie,https://open.spotify.com/track/4nomi6sWpSWVIqwS9wgZMi,"('Commotie','https://open.spotify.com/track/4nomi6sWpSWVIqwS9wgZMi'),"
5264,Loyaal Voor Het Spelletje 2,https://open.spotify.com/track/7kowtfGYtmt32mHjqcLQQW,"('Loyaal Voor Het Spelletje 2','https://open.spotify.com/track/7kowtfGYtmt32mHjqcLQQW'),"
5265,1.5,https://open.spotify.com/track/0vwd2PdzIUfVJvQAv2Aai0,"('1.5','https://open.spotify.com/track/0vwd2PdzIUfVJvQAv2Aai0'),"
5267,Laat Me,https://open.spotify.com/track/7wlOhy1jqGtCinBYOhd7z8,"('Laat Me','https://open.spotify.com/track/7wlOhy1jqGtCinBYOhd7z8'),"
5271,Flex Like Ouu,https://open.spotify.com/track/3kkObn08oHrNmCFHSNR0jD,"('Flex Like Ouu','https://open.spotify.com/track/3kkObn08oHrNmCFHSNR0jD'),"
5272,Tienes La Magia,https://open.spotify.com/track/3cx2712k0b6hvlJC0q27rL,"('Tienes La Magia','https://open.spotify.com/track/3cx2712k0b6hvlJC0q27rL'),"
5273,XO TOUR Llif3,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,"('XO TOUR Llif3','https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq'),"
5287,Money Longer,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ,"('Money Longer','https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ'),"
5299,Do What I Want,https://open.spotify.com/track/4IWGnyOHDrVZEtPWfs4s7q,"('Do What I Want','https://open.spotify.com/track/4IWGnyOHDrVZEtPWfs4s7q'),"
5322,You Was Right,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M,"('You Was Right','https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M'),"
5324,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,"('Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)','https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB'),"
5331,Peek A Boo,https://open.spotify.com/track/5hx4FpDZOnDVYlyoG3rMks,"('Peek A Boo','https://open.spotify.com/track/5hx4FpDZOnDVYlyoG3rMks'),"
5332,Bængshot,https://open.spotify.com/track/6mE9ohdlJcFCpBZgMLG7i1,"('Bængshot','https://open.spotify.com/track/6mE9ohdlJcFCpBZgMLG7i1'),"
5333,Heavy (feat. Kiiara),https://open.spotify.com/track/104buTcnP2AsxqB7U1FIZ4,"('Heavy (feat. Kiiara)','https://open.spotify.com/track/104buTcnP2AsxqB7U1FIZ4'),"
5336,In The End,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq,"('In The End','https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq'),"
5340,だから、ひとりじゃない,https://open.spotify.com/track/1F85DC5oFhzUQelqEjnxhN,"('だから、ひとりじゃない','https://open.spotify.com/track/1F85DC5oFhzUQelqEjnxhN'),"
5341,Touch,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z,"('Touch','https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z'),"
5342,Secret Love Song,https://open.spotify.com/track/4JIo8RztBbELr2gWJ5OGK6,"('Secret Love Song','https://open.spotify.com/track/4JIo8RztBbELr2gWJ5OGK6'),"
5343,Power (feat. Stormzy),https://open.spotify.com/track/4BJ5T8ZZZ3UrPG7k0OVQrp,"('Power (feat. Stormzy)','https://open.spotify.com/track/4BJ5T8ZZZ3UrPG7k0OVQrp'),"
5348,Shout Out to My Ex,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g,"('Shout Out to My Ex','https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g'),"
5357,No More Sad Songs (feat. Machine Gun Kelly),https://open.spotify.com/track/5ZnJsoJGkQ5K15W7Rcr5JO,"('No More Sad Songs (feat. Machine Gun Kelly)','https://open.spotify.com/track/5ZnJsoJGkQ5K15W7Rcr5JO'),"
5360,No Llores,https://open.spotify.com/track/07GOnZWIiHWjLzUsaTv5yO,"('No Llores','https://open.spotify.com/track/07GOnZWIiHWjLzUsaTv5yO'),"
5362,Help Me Help You (feat. Why Dont We),https://open.spotify.com/track/51w95jAPQDOWN3M7xopWWh,"('Help Me Help You (feat. Why Dont We)','https://open.spotify.com/track/51w95jAPQDOWN3M7xopWWh'),"
5363,1-800-273-8255,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,"('1-800-273-8255','https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV'),"
5373,Everybody,https://open.spotify.com/track/7cGFbx7MP0H23iHZTZpqMM,"('Everybody','https://open.spotify.com/track/7cGFbx7MP0H23iHZTZpqMM'),"
5396,Loving You Girl,https://open.spotify.com/track/6D2Ultxjz1oZBfodJzgNhJ,"('Loving You Girl','https://open.spotify.com/track/6D2Ultxjz1oZBfodJzgNhJ'),"
5397,Kjærlighet er mer enn forelskelse,https://open.spotify.com/track/4CxBmlWegEeKwYUaFvLzel,"('Kjærlighet er mer enn forelskelse','https://open.spotify.com/track/4CxBmlWegEeKwYUaFvLzel'),"
5398,Yeux disent,https://open.spotify.com/track/1uaAq8pSghvpVxlrOrgdeO,"('Yeux disent','https://open.spotify.com/track/1uaAq8pSghvpVxlrOrgdeO'),"
5399,High Without Your Love,https://open.spotify.com/track/7qs2GAglLWfxEfmO8u2u0A,"('High Without Your Love','https://open.spotify.com/track/7qs2GAglLWfxEfmO8u2u0A'),"
5410,Homemade Dynamite,https://open.spotify.com/track/12o6dxWGk29uIAP3OWY0pM,"('Homemade Dynamite','https://open.spotify.com/track/12o6dxWGk29uIAP3OWY0pM'),"
5414,Green Light,https://open.spotify.com/track/0gbBzIqrECJOEPvQJIBFs5,"('Green Light','https://open.spotify.com/track/0gbBzIqrECJOEPvQJIBFs5'),"
5416,Sober,https://open.spotify.com/track/2mNbgyi0gori4b1rFSPgIb,"('Sober','https://open.spotify.com/track/2mNbgyi0gori4b1rFSPgIb'),"
5417,Supercut,https://open.spotify.com/track/0dyiHoYbYjYaOEXLpmzQZG,"('Supercut','https://open.spotify.com/track/0dyiHoYbYjYaOEXLpmzQZG'),"
5421,The Louvre,https://open.spotify.com/track/5r011NB07RHjABbuVGVIbd,"('The Louvre','https://open.spotify.com/track/5r011NB07RHjABbuVGVIbd'),"
5428,Perfect Places,https://open.spotify.com/track/1wC93sZRGcTgKLN2UWRSwW,"('Perfect Places','https://open.spotify.com/track/1wC93sZRGcTgKLN2UWRSwW'),"
5433,Writer In The Dark,https://open.spotify.com/track/193Dm5SqYy3hTSbuzxbwKc,"('Writer In The Dark','https://open.spotify.com/track/193Dm5SqYy3hTSbuzxbwKc'),"
5439,Hard Feelings/Loveless,https://open.spotify.com/track/1Dp7JGFNjvg8Nk0CtMCcnr,"('Hard Feelings/Loveless','https://open.spotify.com/track/1Dp7JGFNjvg8Nk0CtMCcnr'),"
5440,Liability,https://open.spotify.com/track/0or0gNaKAXYYCsOrpvRzAu,"('Liability','https://open.spotify.com/track/0or0gNaKAXYYCsOrpvRzAu'),"
5453,Sober II (Melodrama),https://open.spotify.com/track/54ucfuN596MU25jQD3KjCL,"('Sober II (Melodrama)','https://open.spotify.com/track/54ucfuN596MU25jQD3KjCL'),"
5455,Isä Tulee,https://open.spotify.com/track/6bUuLzMKKPSKdExNZ5bx7m,"('Isä Tulee','https://open.spotify.com/track/6bUuLzMKKPSKdExNZ5bx7m'),"
5456,The Night We Met,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK,"('The Night We Met','https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK'),"
5468,Lapper,https://open.spotify.com/track/3j0VmVRcg0ciUNN9KFheTO,"('Lapper','https://open.spotify.com/track/3j0VmVRcg0ciUNN9KFheTO'),"
5469,Johnny Däpp,https://open.spotify.com/track/5Qht2aUJcCjRuhrlHvvKt2,"('Johnny Däpp','https://open.spotify.com/track/5Qht2aUJcCjRuhrlHvvKt2'),"
5470,Fume à fond,https://open.spotify.com/track/2fgk04HR0nlgNysfX7fKF0,"('Fume à fond','https://open.spotify.com/track/2fgk04HR0nlgNysfX7fKF0'),"
5471,Será,https://open.spotify.com/track/3T78MuPw5YYeSD6sgzEvGq,"('Será','https://open.spotify.com/track/3T78MuPw5YYeSD6sgzEvGq'),"
5472,Cuando Acaba el Placer,https://open.spotify.com/track/6Nfxc11h4ix0HBprB9Rj6L,"('Cuando Acaba el Placer','https://open.spotify.com/track/6Nfxc11h4ix0HBprB9Rj6L'),"
5473,Lo Que Tengo Yo,https://open.spotify.com/track/3zkYHtMYq0DyNSdiujEgcz,"('Lo Que Tengo Yo','https://open.spotify.com/track/3zkYHtMYq0DyNSdiujEgcz'),"
